datacenter_id;datacenter_name;datacenter_storage_energy;storage_id;system;storage_capacity;capacity_used;active_duration;idle_intervals;total_energy_active;total_energy_idle;average_rotation_latency;average_seek_Time;max_internal_data_transfer_rate;idle_power;active_power;files;
3;datacenter;75010.80926411285;23;storage;900000.0;21504.0;108.65929060240468;1.000002815949794:;630.2238854939471;3.000008447849382;0.003;0.004;198.0;3.0;5.8;2-361650,3072,15.520452959685448:1-1002263,1024,5.174520374706028:62861,3072,15.52382277877457:612639,4096,20.691946083625062:304974,3584,18.117680827656695:2-59492,2560,12.93564779301254:55794,3072,15.518542895087364:1-878237,1024,5.178851867488335:;
3;datacenter;75010.80926411285;24;storage;900000.0;48128.0;243.12918359785465;1.0000028448782952:;1410.1492648675567;3.0000085346348855;0.003;0.004;198.0;3.0;5.8;450560,1024,5.176498355877393:304070,3584,18.11725899761009:4-840315,28160,142.22726282292763:303929,3584,18.107628787689894:303713,3584,18.101935811815107:304261,3584,18.115470297111163:5-591399,3072,15.520987464620406:304646,1536,7.761606281606838:;
3;datacenter;75010.80926411285;25;storage;900000.0;16896.0;98.33167177032409;1.000002864504246:;570.3236962678798;3.000008593512738;0.003;0.004;198.0;3.0;5.8;59487,2560,12.93525912491549:304615,3584,18.110731716181036:1-361650,3072,15.519794779270875:1-269742,1024,5.178731930217351:572511,2560,12.941406118478287:1-80965,2048,10.350000785718665:450544,1024,5.178096267690199:1-878231,1024,5.179466221611585:;
3;datacenter;75010.80926411285;26;storage;900000.0;29696.0;150.02607762845014;1.0000029900941017:;870.1512502450107;3.000008970282305;0.003;0.004;198.0;3.0;5.8;1-59487,2560,12.937960627176029:837815,13312,67.23778623963474:304358,1536,7.763773709929713:1-55674,3072,15.526419520519484:4-146150,2560,12.939092098630754:3-428733,512,2.5881227906226507:4-591387,3072,15.525610946466633:1-55656,3072,15.518271694105012:;
3;datacenter;75010.80926411285;27;storage;900000.0;28160.0;142.27717134467318;1.0000031206256705:;825.2075937991044;3.0000093618770114;0.003;0.004;198.0;3.0;5.8;1-253148,2048,10.354422463885426:1-55710,3072,15.522005022342556:4-428733,9216,46.55653808858912:55962,3072,15.522416982716566:287056,512,2.593304208085294:304953,3584,18.106510366177197:304028,3584,18.11152866406699:55902,3072,15.518247201336111:;
3;datacenter;75010.80926411285;28;storage;900000.0;17920.0;90.5622934666132;1.0000032718298264:;525.2613021063565;3.000009815489479;0.003;0.004;198.0;3.0;5.8;211173,3072,15.527770289195796:270746,1024,5.174292280794641:304371,3584,18.106489087317055:1-55638,3072,15.52151314356652:878245,1024,5.180961374088327:2-572516,2560,12.935206028196589:1-55818,3072,15.52019360357058:3-835506,512,2.596769330667138:;
3;datacenter;75010.80926411285;29;storage;900000.0;20992.0;106.07901835090738;1.0000033245450795:;615.2583064352629;3.0000099736352386;0.003;0.004;198.0;3.0;5.8;2-361644,3072,15.522928335575504:2-1002257,1024,5.178643175847435:304226,3584,18.107304856396386:18437,512,2.593924550347606:304862,3584,18.10812578647325:303863,3584,18.105908744139246:4-240840,3072,15.529011187331418:1-572516,2560,12.932212615980024:;
3;datacenter;75010.80926411285;30;storage;900000.0;31232.0;157.79472282457394;1.000003620579665:;915.2093923825288;3.000010861738995;0.003;0.004;198.0;3.0;5.8;725324,512,2.588688099838775:445665,512,2.588202704834414:140988,3072,15.527394184718679:817785,3072,15.521594406270008:304518,3584,18.108830310118627:4-841315,14336,72.40762850376748:55668,3072,15.528139783429328:55968,3072,15.519932755642804:;
3;datacenter;75010.80926411285;31;storage;900000.0;15872.0;80.20940284329997;1.0000037283799044:;465.2145364911398;3.000011185139713;0.003;0.004;198.0;3.0;5.8;211203,3072,15.5272052304732:304841,3584,18.105411148088084:304247,3584,18.1023072510769:725322,512,2.6020935039754702:1-367002,512,2.590776640547883:2-760114,512,2.586308413836606:1002251,1024,5.188801451786399:55620,3072,15.518592183131972:;
3;datacenter;75010.80926411285;32;storage;900000.0;23040.0;116.41647355869065;1.0000038643410327:;675.2155466404056;3.000011593023098;0.003;0.004;198.0;3.0;5.8;1-835506,512,2.592625623007517:2-234342,2048,10.34976715202146:287063,512,2.5931477060364974:1-269746,1024,5.186852572954922:1-55824,3072,15.517770306786089:6-367002,11776,59.481286197984055:1-206112,3072,15.521562318525117:450554,1024,5.181092932937801:;
3;datacenter;75010.80926411285;33;storage;900000.0;29696.0;150.0427154679261;1.000003896093674:;870.2477497139712;3.0000116882810217;0.003;0.004;198.0;3.0;5.8;1-253140,2048,10.360206839788704:4-31682,2560,12.93835109083481:1-270744,1024,5.179315958786282:841315,12288,62.06222610906029:5-591393,3072,15.51536541499993:59502,2560,12.944969231951127:817815,3072,15.523079134238149:140994,3072,15.516311307892668:;
3;datacenter;75010.80926411285;34;storage;900000.0;17920.0;90.56342476349278;1.0000040042101477:;525.2678636282583;3.0000120126304433;0.003;0.004;198.0;3.0;5.8;1-55842,3072,15.515888888209826:7-31682,512,2.593882404337406:13-240840,3072,15.525634755700603:2-1002253,1024,5.175269554499639:304883,3584,18.11316655409875:2-591387,3072,15.520394871278118:1-760113,512,2.5940623305270125:4-591399,3072,15.522282993585101:;
3;datacenter;75010.80926411285;35;storage;900000.0;15872.0;80.20698540668268;1.0000041440448229:;465.20051535875945;3.0000124321344686;0.003;0.004;198.0;3.0;5.8;760114,512,2.5957754056770055:1-817785,3072,15.526975154675641:146350,2560,12.930984741933067:303679,3584,18.1066896072242:1-973353,3072,15.526374676057875:1-1002251,1024,5.175518254691427:1-450556,1024,5.177902003626053:1-450560,1024,5.187791956769908:;
3;datacenter;75010.80926411285;36;storage;900000.0;22528.0;129.3565638913722;1.0000041792548073:;750.2680705699587;3.0000125377644222;0.003;0.004;198.0;3.0;5.8;21-240840,3072,15.519586129391554:1-817815,3072,15.52346159063856:55788,3072,15.521604391917595:1-55752,3072,15.529525414879368:1-55854,3072,15.517437691718033:304056,3584,18.10366582315309:817767,3072,15.527899800964382:287024,512,2.59386697438938:;
3;datacenter;75010.80926411285;37;storage;900000.0;20480.0;134.54077496149404;1.0000044760325209:;780.3364947766654;3.0000134280975628;0.003;0.004;198.0;3.0;5.8;1-55896,3072,15.522266830626943:4-146350,2560,12.93596997069382:55836,3072,15.52480938404833:817779,3072,15.520261581931935:1002265,1024,5.184395965329119:14-240840,3072,15.518214929906362:304011,1536,7.7630865082306455:55674,3072,15.52436847589801:;
3;datacenter;75010.80926411285;38;storage;900000.0;31744.0;160.37616173118295;1.0000044891488096:;930.1817380408612;3.0000134674464287;0.003;0.004;198.0;3.0;5.8;304546,3584,18.112066702988955:270750,1024,5.178612554701649:2-591405,3072,15.521014777391041:1-206076,3072,15.52740476998584:304622,12288,62.065093880730615:62971,3072,15.523276550420587:572521,2560,12.932665273003249:1-149733,3072,15.519402392855262:;
3;datacenter;75010.80926411285;39;storage;900000.0;20992.0;168.16465065197002;1.0000045031147695:;975.354973781426;3.0000135093443085;0.003;0.004;198.0;3.0;5.8;304275,3584,18.116696379563646:817809,3072,15.519236518350253:107349,4096,20.690161195473305:253144,2048,10.348006147923805:1-270750,1024,5.175070325248025:1-1002247,1024,5.183460728002958:140952,3072,15.521721301966247:41-240840,3072,15.519623057237842:;
3;datacenter;75010.80926411285;40;storage;900000.0;21504.0;108.67095025257109;1.0000047846148135:;630.2915114649122;3.00001435384444;0.003;0.004;198.0;3.0;5.8;303637,3584,18.10830863626476:3-55896,3072,15.524281657756383:450556,1024,5.17613228972428:17-240840,3072,15.519947877699957:1-878239,1024,5.186813718648618:303793,3584,18.104974997867597:1-206088,3072,15.518949568993715:1-753921,3072,15.522096399078203:;
3;datacenter;75010.80926411285;41;storage;900000.0;22528.0;113.83732359101664;1.0000048362310427:;660.2564768278966;3.0000145086931282;0.003;0.004;198.0;3.0;5.8;2-973353,3072,15.520449725001704:1-90546,2048,10.346429298757892:304932,3584,18.114141611849817:304824,3584,18.11038293329508:3-841315,512,2.5919014198346835:1-55608,3072,15.530770898127892:304149,3584,18.10516119035854:36-240840,3072,15.519828189535039:;
3;datacenter;75010.80926411285;42;storage;900000.0;17920.0;95.7513660446045;1.0000049247350644:;555.3579230587061;3.0000147742051935;0.003;0.004;198.0;3.0;5.8;304268,3584,18.107174449925886:62936,3072,15.527986078809818:62907,2560,12.932036556426842:269732,1024,5.174325688263343:1-55758,3072,15.526958010935484:55938,3072,15.518642868047039:2-347649,512,2.589933299470705:1-1002245,1024,5.1791413472899706:;
3;datacenter;75010.80926411285;43;storage;900000.0;30720.0;168.1495458477687;1.000005015204028:;975.2673659170586;3.000015045612084;0.003;0.004;198.0;3.0;5.8;2-149733,512,2.5878004616207466:234342,2048,10.35665782748846:303720,1536,7.766242025981871:304939,3584,18.10971276339702:59507,2560,12.931409873010573:62890,2560,12.937334665088258:304462,3584,18.107241139501024:304690,14336,72.41113606055569:;
3;datacenter;75010.80926411285;44;storage;900000.0;16384.0;82.80989146832319;1.000005353239888:;480.29737051627444;3.0000160597196643;0.003;0.004;198.0;3.0;5.8;108645,4096,20.689784788094528:450542,1024,5.178549731163183:287047,512,2.5970607696491914:288827,512,2.5896904880308047:304413,3584,18.106238102594887:1-572098,2048,10.346038142816438:304191,3584,18.116063033614754:270740,1024,5.177199285938233:;
